item_id,title,date,publisher,fids,fnames
4882557,Marine Corps warfighting publications and Marine Corps reference publications,[2001],"Doctrine Division, Marine Corps Combat Development Command",FID3072,30000078957242.iso
4302627,Interior Columbia Basin Ecosystem Management Project,[1999],"U.S. Dept. of Agriculture, Forest Service, Pacific Northwest Research Station",FID2890,30000065992681.iso
6531604,Education longitudinal study,[2005],"NCES, U.S. Dept. of Education, Institute of Education Sciences",FID1768,30000109298442.iso
5810023,biogeographic assessment off north/central California,[2003],"NOAA, National Centers for Coastal Ocean Science",FID1605,30000093770984.iso
2766887,SPIS,1999-2004],"U.S. Environmental Protection Agency, Office of Emergency and Remedial Response",FID3596|FID3259|FID595|FID2589|FID781|FID63|FID2894|FID2213|FID3572|FID194|FID1142|FID3932|FID2254|FID1856|FID2428|FID2720|FID2916|FID3531|FID3643|FID103|FID3624|FID2121|FID1750|FID2560,30000056062007.iso|30000056050499.iso|30000068268360.iso|30000053415901.iso|30000056102050.iso|30000056102035.iso|30000056101177.iso|30000056102571.iso|30000053421933.iso|30000053421941.iso|30000053422303.iso|32000000477986.iso|32000000478059.iso|30000053709022.iso|30000053709030.iso|30000053527465.iso|30000053527457.iso|30000053527440.iso|30000053527432.iso|30000053528794.iso|30000053528679.iso|30000053565051.iso|30000096202761.iso|30000096202746.iso
770230,"USGS digital orthophoto quadrangle data for ... County, Indiana",1995]-,U.S. Geological Survey,FID1525|FID1105,30000077395048.iso|30000077395055.iso
4264999,1995 national assessment of United States oil and gas resources,1996,U.S. Geological Survey,FID1685,30000077392938.iso
5688254,"SSOCS 2000 public-use data files, user's manual, and detailed data documentation",[2003],"National Center for Education Statistics, U.S. Dept. of Education, Institute of Education Sciences",FID3725,30000085742447.iso
1328570,Fixing how the Marine Corps gets to the fight,1997],Center for Naval Analyses,FID1021,30000060977430.iso
1249316,President Clinton's economic plan,[1993?],The Dept,FID3380,30000061406033.img
4931327,ECON97S report series,[2000-,"U.S. Dept. of Commerce, U.S. Census Bureau, Administrative and Customer Services Division",FID2247|FID3408|FID632,30000078833187.iso|30000087118547.iso|30000078957267.iso
4290007,Behavioral risk factor surveillance system 1984-1995 survey data,[1998?],"National Center for Chronic Disease Prevention and Health Promotion, Behavioral Surveillance Branch",FID1903,30000056955671.iso
4243564,National Ambulatory Medical Care Survey,1994-2007,"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID1363|FID1814|FID1481|FID935|FID3724|FID1530|FID1575|FID3582,30000047646041.iso|30000048825404.iso|30000050618325.iso|30000056104726.iso|30000050618317.iso|30000050618309.iso|30000050618283.iso|30000047651041.iso
1248892,Assessment for at-risk youth,[1993],"Center for Human Resources, Brandeis University, Heller Graduate School",FID3614,30000102556374.img
4255761,"Geology and resource assessment of Costa Rica at 1:500,000 scale",1996,The Survey,FID1508,30000077392680.iso
3701026,Construction equipment ownership and operating expense schedule,1999-,US Army Corps of Engineers,FID230|FID1638|FID3861,30000065644480.iso|30000053485813.iso|30000096190263.iso
4301363,"Digital sidescan sonar imagery of the Manches Interiores--Manches Exteriores coral reef complex, Mayagüez, Puerto Rico",1999,"U.S. Geological Survey, Woods Hole Field Center",FID1709,30000077392219.iso
4296074,O*NET 98,[1998],The Dept,FID64,30000062940824.iso
4298996,Exposure factors handbook CDROM,[1999],"U.S. Environmental Protection Agency, National Center for Environmental Assessment, Office of Research and Development",FID606,30000062221837.iso
4247085,National household education surveys data files and electronic codebook,199u,National Center for Education Statistics,FID71|FID1932|FID2060,30000044896227.iso|30000047639970.iso|30000044896219.iso
4916233,Western Washington Office 2000 accomplishments report,[2001],"U.S. Fish & Wildlife Service, Western Washington Office",FID911,30000078791005.iso
5398060,Gap analysis of Colorado,2002,National Gap Analysis Office,FID348|FID129|FID558,30000082162748.iso|30000082162755.iso|30000082162870.iso
1102975,Vital statistics of the United States,1997],"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics",FID1290,30000050414634.iso
5267640,Gap analysis of Louisiana,2000],National Gap Analysis Program,FID3639|FID226,30000082154257.iso|30000082154265.iso
5596502,Make the connection with these PSA ads : federal depository library,[2003?],GPO,FID178,30000087742650.iso
4277376,"Geology and resource assessment of Costa Rica at 1:500,000 scale",1997,U.S. Geological Survey,FID1469,30000077392813.iso
4266591,"Global gridded upper air statistics, 1980-1995",[1996],National Climatic Data Center,FID3213,30000044928848.iso
659152,1991 survey of recent college graduates,1995],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID3233,30000044896565.iso
4296876,USA trade,1998,"STAT-USA and U.S. Bureau of the Census, Foreign Trade Division, Dept. of Commerce",FID3778|FID3338|FID914|FID2599|FID2646|FID3567|FID3223|FID2406|FID1351|FID1844|FID1495|FID2384|FID966|FID3775|FID811|FID3343|FID1803|FID2844|FID2899|FID18|FID2412,30000048846467.iso|30000056083466.iso|30000056085123.iso|30000048838431.iso|30000056038155.iso|30000056043361.iso|30000056041035.iso|30000056043031.iso|30000056050820.iso|30000056050812.iso|30000056084928.iso|30000053415489.iso|30000056101367.iso|30000056105129.iso|30000056105111.iso|30000056105103.iso|30000056104635.iso|30000053415448.iso|30000053415497.iso|30000053415935.iso|30000053415505.iso
4296757,remote sensing tutorial,1997,"Goddard Space Flight Center, NASA",FID2134,30000061247346.iso
4300120,1997 census of agriculture,1999],"U.S. Dept. of Agriculture, National Agricultural Statistics Service",FID1558|FID3782|FID2918|FID750,30000061434225_2.iso|30000061434225_3.iso|30000093771651_2.iso|30000093771651_3.iso
5056457,Breathing freely,[2000],Center For Total Access,FID2085,30000076179120.iso
4931366,"Sea floor maps showing topography, sun-illuminated topographic imagery, and backscatter intensity of the Stellwagen Bank National Marine Sanctuary Region off Boston, Massachusetts",2001,The Survey,FID3670,30000076996598.iso
4232451,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1133,30000038687095.iso
4243607,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID633,30000036885451.iso
4298384,EOS science plan,<1999?>,NASA/Goddard Space Flight Center,FID543,30000061675751.iso
4302456,Clean Air Act 112(r),[1999],Chemical Emergency Preparedness and Prevention Office,FID3458|FID962|FID2977,30000102588419.img|30000102588427.img|30000102588443.img
1006666,Internal revenue manual,[1996],"Dept. of the Treasury, Internal Revenue Service",FID835,30000050015357.iso
4238237,"NLS-72, national longitudinal study of the high school class of 1972",1994?],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID76|FID1096,30000038667584.iso|30000044901670.iso
4229885,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3039,30000038620435.iso
1197045,Decision document,1995],Minerals Management Service,FID2015,30000056997046.img
4270219,Beginning postsecondary students longitudinal study second followup DAS,[1996],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID2616,30000050561277.iso
4907153,U.S. trade deficit,[2000],The Commission,FID2420,30000082744156.iso
3725581,GPO Access,[2000?],U.S. G.P.O,FID3662,30000078832833.iso
6045589,Lead-based paint abatement worker model training course,[200-?],United States Environmental Protection Agency,FID2057,30000053562207.iso
4908050,Beginning postsecondary students longitudinal study first followup DAS,[2000],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID1044,30000078894239.iso
4250999,1990 census of population and housing,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID224,30000044929168.iso
4911753,Transport & atmospheric chemistry near the equator-Atlantic,[2000],"Atmospheric Sciences Data Center, NASA         Langley Research Center",FID3048,30000078177726.iso
4294030,FDSN earthquake digital data,1990-,"U.S. Geological Survey, National Earthquake Information Center, World Data Center-A for Seismology",FID3837|FID247|FID1646|FID2880,30000056777182.iso|30000056777190.iso|30000056777208.iso|30000048830362.iso
1378829,Fuel oil and kerosene sales,1992-,Energy Information Administration,FID2174,30000103501379.img
4944862,Tropical rainfall measuring mission,[2001],"National Aeronautics and Space Administration, Goddard Space Flight Center",FID2124,30000078818535.iso
4302153,ECON97 report series,[1999-,"U.S. Dept. of Commerce, U.S. Census Bureau, Administrative and Customer Services Division",FID2590|FID2597|FID2218|FID874|FID3907|FID2675|FID2517|FID2999|FID2807|FID2179|FID1248,30000067621031.iso|30000067621122.iso|30000087297960.iso|30000078833146.iso|30000078833153_1.iso|30000078833153_2.iso|30000078833161_1.iso|30000078833161_2.iso|30000078833179_1.iso|30000078833179_2.iso|30000078833179_3.iso
4280812,UMLS knowledge sources,1997,"U.S. Dept. of Health and Human Services, National Institutes of Health, National Library of Medicine",FID3012|FID604|FID2417|FID3672|FID843,30000050034556.iso|30000050034671.iso|30000050034549.iso|30000050034531.iso|30000050034523.iso
4231190,TIGER/line 1992,1993,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2949,30000038608687.iso
2876646,Catalogues of micropaleontology,1997-,Micropaleontology Press,FID1637,30000077395113.iso
4250170,PC Globe maps 'n' facts,c1994,Brøderbund,FID414,30000045415316.iso
1065238,Geophysics of North America,1989,"National Geophysical Data Center, National Oceanic Atmospheric Administration",FID466,30000054096866.iso
3478741,Department of Defense telephone directory,[1995-,The Dept,FID1209,30000056102381.iso
4260150,1990 census of population and housing,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3944,30000044950800.iso
5584587,Workshop on,[2002],U.S. Environmental Protection Agency,FID919,30000085799538.iso
4654770,Administrative Record File,[1999],Superfund Records,FID2108,30000067164560.iso
4944854,National Environmental Policy Act,[2000],The Service,FID1644,30000079006551.iso
3425457,"National survey of fishing, hunting, and wildlife-associated recreation",1993-,The Division,FID1235|FID2524,30000047651249.iso|30000048839496.iso
6561239,"Geology of Caballo and Apache Gap quadrangles, Sierra County, New Mexico",2005,New Mexico Bureau of Geology and Mineral Resources,FID3578,30000109362016.iso
2763237,Making standardization decisions,[1999],Dept. of Defense,FID2392,30000062222538.iso
5596505,Gap analysis of Kansas,2002,National Gap Analysis Program,FID985|FID2539,30000081827564.iso|30000081827556.iso
6783762,Developing a stigma reduction initiative,[2006],"U.S. Dept. of Health and Human Services, Substance Abuse and Mental Health Services Administration, Center for Mental Health Services",FID1399,30000102572918.iso
4273524,1992 census of agriculture,[1996],"U.S. Dept. of Commerce, Bureau of the Census, Administrative and Customer Services Division",FID3414,30000050575525.iso
4955842,Hydrographic Programme,[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID2615,30000078818485.iso
4301427,Welcome to NASA's earth science enterprise,[1998],National Aeronautics and Space Administration,FID1305,30000062203884.iso
1025740,Global historical fields,[1994],The Detachment,FID1362,30000050015548.iso
4241256,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID936,30000044516874.iso
4273427,U.S. Geological Survey yearbook fiscal year,1995,U.S. Geological Survey,FID1550,30000077392904.iso
4886363,Lead-safe yards,[2001],"United States Environmental Protection Agency, Office of Research and Development, Office of Environmental Information",FID978,30000078967746.iso
485507,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID839,30000035481609.iso
4259028,Earth science photographs from the U.S. Geological Survey Library [sic],c1995,"U.S. Dept. of the Interior, U.S. Geological Survey",FID16|FID3708|FID2347|FID2963,30000077393068.iso|30000077393050.iso|30000077392953.iso|30000077393019.iso
4231206,TIGER/line 1992,1993,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID22,30000036854432.iso
4230760,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1268,30000038608554.iso
4284566,NHANES III plan and operations procedures manuals CD-ROM,1997?],National Centers for Disease Control and Prevention,FID3763,30000062940840.iso
4283404,Atlas of United States mortality,[1997],National Center for Health Statistics,FID3086,30000050360449.iso
6311916,"Craters of the Moon National Monument and Preserve, Idaho",[2005],"U.S. Dept. of the Interior, National Park Service and Bureau of Land Management",FID735,30000102098906.iso
5603783,Gap analysis of Florida,2001,National Gap Analysis Office,FID521|FID1356|FID3623|FID833|FID2799,30000087742668.iso|30000087742676.iso|30000087742684.iso|30000087742692.iso|30000087742700.iso
4217728,1990 census of population and housing,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1274|FID3554,30000066194774.iso|30000066194782.iso
4644479,"Federal support to universitites, colleges, and selected nonprofit institutions",[1970-1995],National Science Foundation,FID3271|FID1798|FID1907|FID698|FID2219|FID2727|FID249,30000103500959.img|30000103500967.img|30000103500975.img|30000103500983.img|30000103500991.img|30000103501007.img|30000103501015.img
5645321,Chugach National Forest plan revision and draft environmental impact statement,[2003],"U.S. Dept. of Agriculture, Forest Service, Alaska Region, Chugach National Forest",FID1645,30000087742734.iso
4302894,United States Coast Guard seamanship study aid CD-ROM,[1999],The Guard,FID2382,30000067278576.iso
3723158,Juvenile Offenders and Victims,c1999],National Center for Juvenile Justice,FID1029,30000078832932.iso
